Proj_Own,Spread,Total,L3_Air_Yards,L3_Targets,L3_Rush_Att,L3_Pass_Air_Yards,L3_Pass_Att,L3_CPOE,L3_WOPR,L3_Target_Share,L3_Air_Yards_Share,L3_Rush_Share,Own
2.4,3,51.5,30.33,3.67,0,0,0,0,0.31,11.5,19.1,0,4.44
1.3,7,52.5,18.33,3.33,0,0,0,0,0.31,13.8,15.2,0,0
0.6,1,45,1.67,2,5,0,0,0,0.14,8.6,1.2,22.5,0
25.9,3.5,53,-1,1,11.67,0,0,0,0.11,7.9,-1.1,30.5,17.93
0.4,5.5,47,7.67,1.67,12.33,0,0,0,0.13,6.8,3.4,48,0
0.2,7,50,0,0,5.67,0,0,0,0,0,0,16.8,0
0.1,7,47,6.67,1,0,0,0,0,0.07,3.2,2.8,0,0
0.1,-3,53,13.67,1.33,0,0,0,0,0.1,4.3,5.6,0,0
1.8,-1.5,48,41.67,6.67,0,0,0,0,0.53,23,26.1,0,2.22
0.1,7,47,22.33,4.67,0,0,0,0,0.33,15.7,13.9,0,0
9.1,-3,53,47.67,4.67,0,0,0,0,0.36,14.7,19.7,0,11.1
5.1,11,54.5,66.33,6.67,0,0,0,0,0.46,18.4,26.2,0,2.22
1.2,-3.5,51.5,66.33,6,0,0,0,0,0.43,16.5,25.8,0,0
5.2,1,48,40,5,0,0,0,0,0.29,12.7,14.2,0,6.67
1.3,-1,52.5,24.67,3.67,0,0,0,0,0.26,12.7,10.3,0,6.67
1.5,3.5,50.5,35,4.33,0,0,0,0,0.34,16,13.9,0,0
3.1,-3.5,53,28.67,2.33,0,0,0,0,0.19,7.6,10.4,0,4.76
2.4,-7.5,48,22.33,4.33,0,0,0,0,0.23,11.4,8.8,0,0
1.7,-2.5,51.5,42,5.67,0,0,0,0,0.31,14.8,12.9,0,0
0.3,13.5,49.5,6.33,2.33,0,0,0,0,0.12,6.6,2.5,0,0
0.5,7.5,52,7.67,2,0,0,0,0,0.11,5.9,3.2,0,0
0.5,2,42.5,7,1.33,0,0,0,0,0.08,4.2,3.1,0,0
0.6,-8.5,47,16,1.33,0,0,0,0,0.1,3.9,6.2,0,0
2.8,11,54.5,17.33,4.33,0.33,0,0,0,0.23,11.7,7.2,4.5,2.22
0.3,-7,46,-0.67,2.67,0,0,0,0,0.13,8.3,0.5,0,0
0.8,20,49,14.33,2,0.33,0,0,0,0.16,6.4,9.5,5.3,2.22
3.6,10,51.5,36.67,4,0.33,0,0,0,0.26,10.4,15,5.3,2.22
2,-3.5,56,38.33,4.67,0,0,0,0,0.23,10.2,10.4,0,7.14
1.2,-7.5,51.5,49,3,0,0,0,0,0.19,6.9,11.9,0,0
0.6,-3,55,36.33,2,0,0,0,0,0.18,5.9,13.7,0,0
0.2,2.5,46,21.67,1.33,0,0,0,0,0.11,3.8,6.9,0,0
23.3,2.5,53.5,59,5.33,0,0,0,0,0.31,13.9,14.8,0,26.65
0.8,3.5,53,69.33,6.33,0,0,0,0,0.38,16.8,18.6,0,0
2.2,4.5,50,19.33,2,0.33,0,0,0,0.2,8.4,10.6,3.8,0
0.1,3.5,49.5,54.67,2.67,0.33,0,0,0,0.34,11,24.5,3.8,0
0.9,7,49.5,7.33,3,0.67,0,0,0,0.16,8.5,4.2,4.1,2.22
4.6,-5.5,41,24,4.33,0.33,0,0,0,0.28,12,14.9,5.3,8.89
10.8,6,41,58.67,8.67,0,0,0,0,0.54,25.6,23,0,11.11
10.8,4,46.5,68,10.67,0,0,0,0,0.65,29.7,28.8,0,22.21
8.2,7.5,44,71,8.33,0.33,0,0,0,0.55,23.2,28.8,2.9,6.66
6.8,1,51,49.67,5.67,0.33,0,0,0,0.35,14.4,18.6,2.9,6.67
3.5,4,44,56.67,6.33,0.33,0,0,0,0.35,13.8,19.8,2.9,2.22
6.3,-14,44,53.33,6.67,0,0,0,0,0.37,15,21.1,0,4.44
6.3,6.5,45.5,76.67,9.33,0.33,0,0,0,0.51,20.5,28.3,5.6,0
13.6,-11,47,81.33,8,0.33,0,0,0,0.45,18.5,24.5,5.6,8.88
1.6,6,41,-0.67,0.33,9.33,0,0,0,0.04,3.2,-1,35.9,0
0.1,7.5,44,-3.33,0.67,9.67,0,0,0,0.03,2.8,-2.2,33.7,0
0.9,-14,44,-2.33,0.33,5,0,0,0,0.04,4.3,-4.1,16.6,0
0.4,-11,47,0,0,2.67,0,0,0,0,0,0,13.3,0
3.1,7,48.5,0,0,6.33,173.67,26.33,2.67,0,0,0,21.2,2.22
15.1,7.5,46.5,0,0,8,168,28.33,1.67,0,0,0,22.9,13.33
20.2,4.5,55.5,0,0,8.33,229.33,34,0.67,0,0,0,24.4,13.33
4.9,-3,52.5,0,0,8,291.67,39.67,2,0,0,0,25.3,2.22
5.2,-7,48.5,0,0,6.33,298.67,36.67,6.33,0,0,0,23.2,8.88
12,-3.5,55.5,0,0,7,249,31.33,-1,0,0,0,24.9,8.88
9.5,6,49,0,0,9.67,309.33,35.33,-2.33,0,0,0,30.4,6.66
12.3,3,55.5,0,0,11.33,294.67,32,-1,0,0,0,32.9,15.55
6.3,-1,51,0,0,9,255,35.67,5,0,0,0,29.6,2.38
2.2,-2.5,49,0,0,7,248,38.67,1.33,0,0,0,24.6,6.67
3.2,-3,47,0,0,5,256.33,40.33,-1,0,0,0,22.1,4.76
2.1,-5.5,41.5,0,0,2.33,218.33,29.67,-2.67,0,0,0,9.2,2.22
1.6,7.5,46.5,0,0,2.67,233,31,-2.67,0,0,0,9.8,4.44
0.3,7.5,45,0,0,2.67,242.33,33.67,-4.33,0,0,0,10,2.22
10.3,2,46,-11.33,5.67,18,0,0,0,0.17,13.3,-4.9,61.2,15.55
35.3,5.5,46.5,1,6.33,19.67,0,0,0,0.23,15.7,-0.3,71.2,62.23
6.1,7.5,44,24.33,6.33,17,0,0,0,0.31,16.7,7.9,57.8,11.11
12.6,-4.5,45,19.33,5.33,14,0,0,0,0.26,14.7,5.4,55.1,13.32
7.8,2.5,45.5,5,4.33,13,0,0,0,0.21,13.3,1,60.1,8.88
5.8,8,50,2.67,4.33,12.33,0,0,0,0.19,12.1,0.8,57.4,2.22
0.4,-7.5,43,0.67,3,10.67,0,0,0,0.13,8.8,0.2,49,0
2.4,6.5,39.5,18,5,17.33,0,0,0,0.29,16.7,5.9,57.7,2.22
1.5,-5.5,42.5,13.67,6,15.67,0,0,0,0.27,16.6,3.6,53.6,0
16.7,1.5,46.5,3.33,4.33,13.33,0,0,0,0.19,12.1,0.9,44.8,31.11
5.8,-3,53,13.67,5,10.67,0,0,0,0.23,13.2,4.5,46.5,0
2,-9.5,47,-10.33,3,13,0,0,0,0.09,9.7,-7.9,59.2,0
1.5,4,41,0.67,2.67,9.67,0,0,0,0.11,7.5,0.2,42.6,0
3.1,-3,55,0.67,2.67,10.67,0,0,0,0.13,8.6,0.4,38.9,0
2.3,3,55.5,0.33,3,8,0,0,0,0.13,8.5,0.2,28.6,0
2.3,4.5,51,-0.67,3,6.67,0,0,0,0.12,8,-0.1,25.3,0
0.4,3,53,-3,1.67,5.33,0,0,0,0.11,8.6,-2.8,15.7,0
2.6,-14,44,-1.33,2.33,8.33,0,0,0,0.09,5.9,-0.4,29.3,4.44
0.4,-3,44,1.33,1,7.33,0,0,0,0.06,3.8,0.6,24.9,0
2.6,-7,44,0,0,5.67,227.67,34.67,-10.33,0,0,0,25,2.22
0.7,7,44.5,0,0,5,189.67,29.67,-2.67,0,0,0,22.3,0
1.1,1,50,0,0,3.67,265,39,8.67,0,0,0,16.9,0
3.5,6.5,55,0,0,3,331.67,45.67,4,0,0,0,14.2,2.22
4.9,-3,52.5,0,0,3,299,47.33,3.33,0,0,0,15.9,2.56
0.1,-7.5,53,-2.67,0.33,2.67,333.67,47,0.33,0.02,2.3,-1.9,14.4,0
0.3,-5.5,42.5,-0.67,3,7.33,0,0,0,0.13,8.8,-0.2,28.7,0
8.4,-4.5,55,2.33,5.33,12.67,0,0,0,0.27,17.5,1.6,43.1,4.44
3.3,8.5,50.5,1.67,5.33,13,0,0,0,0.25,16,1.5,46.7,2.22
14.7,9.5,46,1.33,4.67,16,0,0,0,0.27,17.1,1.4,53.3,23.08
19.9,10.5,43,-3.33,4.33,14.67,0,0,0,0.2,13.7,-1.3,56.4,55.55
0.1,-1,52.5,19.33,1,0,0,0,0,0.1,3.2,6.9,0,0
0.3,1,48.5,21,1.67,0,0,0,0,0.11,4.3,6.2,0,0
0.1,4.5,51,17,1.67,0,0,0,0,0.1,4.3,5.4,0,0
1.5,6,49,-0.67,1.33,2.67,0,0,0,0.06,4,0,26.7,0
1.5,-7.5,51.5,6.67,1.67,1.33,0,0,0,0.12,6.7,3.3,7.7,0
4.7,7.5,41.5,101.33,7,0,0,0,0,0.54,19.7,35.3,0,0
1.6,-5.5,42.5,104,7.33,0,0,0,0,0.59,22.7,36,0,0
6.6,-4.5,55,54.67,4.67,0,0,0,0,0.36,14.6,20.9,0,4.44
0.9,8.5,50.5,33,3.33,0,0,0,0,0.21,9,10.9,0,0
2.5,9.5,46,52.33,3.33,0,0,0,0,0.31,11.6,19.7,0,2.56
1,-3.5,46.5,70.67,3.67,0,0,0,0,0.37,11.8,27.6,0,0
0.6,-2.5,41.5,75,2,0,0,0,0,0.32,7.7,29.8,0,0
0.3,6,43.5,36.33,1.67,0,0,0,0,0.18,5.9,13.8,0,0
0.4,7.5,42.5,31.33,2,0,0,0,0,0.16,5.4,10.6,0,0
0.5,8,48,70.33,2.33,0.33,0,0,0,0.26,6.5,22.4,3.2,0
0.7,-3,44.5,68.33,2.33,0.33,0,0,0,0.25,6.8,20.9,3.2,0
2.8,-1,52.5,90.67,3.33,0.33,0,0,0,0.31,8.8,25.7,3.2,0
0.9,1,48.5,64.67,3,0,0,0,0,0.25,7.3,19.9,0,0
1.6,10,47,58,4,0,0,0,0,0.3,11.1,19.6,0,0
1,4.5,51,27,3,0,0,0,0,0.2,8.6,10,0,0
0.2,2.5,47,24,3.67,0,0,0,0,0.22,9.6,10.4,0,0
1,1,49,43,4,0,0,0,0,0.22,7.8,14.7,0,0
0.1,5.5,47,6.33,1.33,0,0,0,0,0.08,4,2,0,0
0.1,8,50,5,1,0.33,0,0,0,0.08,4.2,2.1,3.3,0
7.5,-7,48.5,105,9,0,0,0,0,0.49,20.9,24.5,0,15.55
3.2,9.5,46,123,10,0,0,0.5,0,0.67,28.2,35.1,0,2.56
0.6,-9.5,47,105,8,0,0,0.33,0,0.54,22.2,29.6,0,0
1.3,20,49,76,5.33,0,0,0.33,0,0.44,16.8,26.8,0,2.22
1.9,16.5,49.5,31.67,3.33,0,0,0,0,0.29,11.9,15.5,0,0
4,4.5,55.5,19.33,1.33,0.33,0,0,0,0.11,4.6,6.2,2.9,6.67
1.4,-3,52.5,31,2.33,0.67,0,0,0,0.18,7.5,9.4,3.3,0
0.3,-7,48.5,40.67,3,0.33,0,0,0,0.24,9.2,14.3,3.7,0
1.2,-3.5,55.5,47,2.67,0,0,0,0,0.28,9.1,20,0,0
4,6,49,52.67,2.67,0,0,0,0,0.26,8.2,19.7,0,0
1,3,55.5,51,2.67,0,0,0,0,0.27,9.1,19.4,0,0
6.2,-1,51,21,2,0,0,0,0,0.16,6.6,8.3,0,2.38
1.7,-2.5,49,16,3,0,0,0,0,0.17,8.6,6.5,0,8.89
1.9,4.5,42.5,60.33,4.67,0,0,0,0,0.35,12.8,22.7,0,4.44
7,-3,44,69.33,5.67,0,0,0,0,0.41,15,27.2,0,13.33
2.9,13.5,49.5,88.33,7.33,0,0,0,0,0.56,20.8,34.8,0,0
21.6,7.5,52,85.33,6.67,0,0,0,0,0.54,19.6,35.7,0,24.43
5.5,2,42.5,110,8.33,0,0,0,0,0.76,26.2,52,0,0
2.4,3,43,79,5.67,0.33,0,0,0,0.56,19.3,39.2,4.2,2.22
2.8,-4.5,45,60.33,4.67,0.33,0,0,0,0.36,12.9,23.9,3.1,2.22
4.7,-6.5,45,72,5.67,0.33,0,0,0,0.44,16.7,26.6,3.1,2.38
1.6,11,48.5,52.67,3.33,0.33,0,0,0,0.31,11.1,20.3,3.1,2.22
2,-3,47,55.33,3.33,0,0,0,0,0.33,11.7,21.6,0,0
1.2,16.5,49.5,5,3.33,8,0,0,0,0.2,12.7,1.4,36.7,0
0.6,7.5,44,53,2.5,0,0,0,0,0.35,9.9,28.6,0,0
5.7,-10.5,46.5,81.67,6,0,0,0,0,0.48,18.6,28.9,0,5.13
6.3,-4.5,45,102,9.33,0,0,0,0,0.61,26.5,30.9,0,2.22
5.7,2.5,45.5,92,7.67,0,0,0,0,0.54,22.5,29.2,0,2.22
0.4,8,50,61.33,4.67,0,0,0,0,0.35,13.3,22.2,0,0
1.2,-4.5,55,0,1,2.67,0,0,0,0.06,4.2,-0.4,11.3,0
0.7,1,54.5,1,0.33,3.33,0,0,0,0.05,3,1,15.4,0
3.3,-3,55,0,0,2.33,0,0,0,0,0,0,10.9,0
6.4,5.5,46.5,14,3.67,0,0,0,0,0.12,6.8,3,0,4.45
2.1,1,50,12.67,3.67,0,0,0,0,0.12,6.8,2.7,0,2.22
1.2,12.5,49,22,5,0,0,0,0,0.2,10.6,5.2,0,0
0.8,7.5,46,16,2.67,0,0,0,0,0.16,7.9,5.8,0,0
1.2,-4.5,50,18,2.67,0,0,0,0,0.16,7.9,6.4,0,0
2,-7.5,49.5,17.67,3,0,0,0,0,0.16,7.4,7,0,0
0.6,6.5,45.5,12.33,2.67,0,0,0,0,0.12,6.1,4.3,0,0
1.6,2,48,13.67,3,0,0,0,0,0.14,7,4.7,0,0
0.5,10.5,43,24.33,3.67,0,0,0,0,0.23,11,8.9,0,0
0.9,-3,44,25.67,5.33,0,0,0,0,0.35,18.2,10.6,0,0
6.3,-7,44,6.67,1.67,0,0,0,0,0.11,5.4,4.5,0,2.22
14.5,1,49.5,72,5.67,0,0,0,0,0.46,18.9,24.8,0,20
15.9,5.5,58,102.33,6,0,0,0,0,0.62,21,43.2,0,6.66
15.9,-4.5,55,126.33,7.33,0,0,0,0,0.67,22.6,47.4,0,2.22
16.7,-3.5,55.5,148.67,8.33,0,0,0,0,0.68,25.3,43.3,0,8.88
14.6,1,54.5,117,7.33,0,0,0,0,0.56,21.8,33.8,0,8.88
13.3,-3,55,136.33,10.33,0,0,0,0,0.75,29.6,43.3,0,8.89
10.2,3,55,111.33,9.67,0,0,0,0,0.62,24.9,35,0,6.66
8.1,11,48.5,111.67,7.33,0,0,0,0,0.68,24.4,45.5,0,4.44
10.6,16.5,49.5,122.67,8.67,0,0,0,0,0.76,27.1,50,0,16.66
2.4,6,41,31.67,3.67,0,0,0,0,0.24,10.7,11.7,0,4.44
1.5,-6,42.5,35,4.33,0,0,0,0,0.26,12.6,9.5,0,4.45
1.4,-7,46,60.67,7,0,0,0,0,0.43,19.4,19.5,0,2.22
2.3,-3,44.5,64,7.33,0,0,0,0,0.44,19.3,21.2,0,2.22
13.1,4.5,50,69,8.67,0,0,0,0,0.52,22.8,25.1,0,17.77
7.1,3.5,50.5,45.33,6.33,0,0,0,0,0.35,16.3,15.6,0,6.66
3.2,-4,46,33,6.33,0,0,0,0,0.27,13.6,9.1,0,0
1,-17,36.5,19,5,0,0,0,0,0.2,11.3,4.3,0,0
0.1,2.5,47,-1.33,0.33,1.67,0,0,0,0.03,2.9,-1.5,4.6,0
0.3,7,43.5,0,0,17,0,0,0,0,0,0,48.6,0
0.2,3,44,1.5,0.5,11.5,0,0,0,0.07,3.7,2,36.8,0
1.6,4,41,0,0.67,11,0,0,0,0.06,4.1,0.2,39.7,0
1.9,-2.5,49.5,0,0,17.33,0,0,0,0,0,0,47.2,6.67
2.4,-1,51,2,0.67,15.67,0,0,0,0.1,5.3,2.5,47.4,2.38
2.1,2.5,47,2,0.67,15.67,0,0,0,0.1,5.3,2.5,51.3,2.22
14.3,-5.5,41.5,68.33,5.33,0,0,0,0,0.52,20.7,30.5,0,22.21
6.6,7.5,46.5,74.67,6.33,0,0,0,0,0.57,22.9,31.8,0,15.55
6.1,7.5,45,81,7.33,0,0,0,0,0.59,23.8,32.8,0,6.66
1.1,-14.5,45,87.33,8.33,0.33,0,0,0,0.61,25,33.7,4.5,0
7.1,-7,45,109,10.67,0.33,0,0,0,0.74,27.8,46.8,4.5,8.88
12.8,2,42.5,104.67,9.67,0.33,0,0,0,0.82,26.3,60.5,4.5,10.25
19.4,-1,44.5,114,11,0,0,0,0,0.88,28.9,64.2,0,24.44
7.9,3,43,106.33,10,0,0,0,0,0.98,35.8,62.6,0,11.11
10.2,2.5,46,94,10.33,0,0,0,0,0.86,34.3,49.5,0,15.55
16.4,2,48,80,9.33,0.33,0,0,0,0.74,30,41.6,4,17.77
4.3,3,43.5,83,7.33,0,0,0,0,0.8,26.8,57.5,0,7.14
15.3,7,47,23.67,3,0,0,0,0,0.25,12.6,9.1,0,19.99
4.7,-7.5,49.5,66,4,0,0,0,0,0.43,16.3,27,0,4.44
1.7,-14.5,45,81,6,0,0,0,0,0.61,24.1,35,0,2.22
4.2,12.5,49,116,6.67,0,0,0,0,0.7,27.7,40,0,0
4,-10.5,46.5,148.33,8,0.33,0,0,0,0.75,28.3,46.3,4.3,0
3.8,4,44,143.67,8,0.33,0,0,0,0.78,28.9,49.8,4.3,4.44
2,1,48,72.67,6,0.33,0,0,0,0.51,19.7,30.7,4.3,0
6,6,50.5,52.33,4.33,0,0,0,0,0.46,15.6,32,0,0
1,1.5,46.5,9.67,1,6.33,0,0,0,0.26,11.5,12.8,18.1,0
10.3,13.5,49.5,8,2,11.67,0,0,0,0.2,10.6,5.1,34.5,6.67
0.5,-7,45,7.33,2.33,13.33,0,0,0,0.14,8.1,3.1,45.3,0
2.9,-3.5,46.5,-2,2,14.67,0,0,0,0.14,10.1,-1.6,55.3,0
1.5,3,55,-0.33,1.33,12.33,0,0,0,0.07,4.9,-0.2,49.4,2.22
0.7,5,44.5,-3.33,2,7.67,0,0,0,0.05,4.1,-1.3,31.2,0
0.4,-2.5,49,4.33,1.67,8.33,0,0,0,0.07,4,1.7,34.3,0
0.6,5.5,47,5.67,1.67,0,0,0,0,0.09,5.4,1.9,0,0
0.1,1.5,52,15,2,0,0,0,0,0.12,5.5,4.8,0,0
0.9,2.5,42.5,0,1,15.67,0,0,0,0.04,2.8,-0.2,57.2,0
1.8,4.5,42.5,-1.67,1.67,13.33,0,0,0,0.06,4.5,-0.7,52.5,0
2.9,2.5,46,1.67,2.33,14,0,0,0,0.12,7.4,0.9,51.8,0
2.1,-3.5,43.5,11.33,3,14.33,0,0,0,0.15,8.4,2.9,53.4,2.22
20,2,45,7,5.67,11.33,0,0,0,0.21,13.2,1.2,69.1,46.15
3.6,-5.5,41,0,6,14.33,0,0,0,0.23,15.4,0.4,81.9,2.22
23.1,3,44,4,5.33,15.33,0,0,0,0.2,13,1.2,80.8,35.55
20.7,-1,46,7.67,5,16.33,0,0,0,0.21,12.7,2.6,71.6,2.38
0.5,6.5,39.5,33.67,3,0,0,0,0,0.23,10.3,11.2,0,0
0.7,-5.5,42.5,29,2.67,0,0,0,0,0.17,7.2,8.6,0,0
1.2,-3,53,20,2.33,0,0,0,0,0.14,6.4,6.3,0,0
1.7,3,55.5,15.67,3,0,0,0,0,0.15,8.1,4.3,0,2.22
1.4,4.5,51,10.33,3,0,0,0,0,0.14,8,2.3,0,0
18.1,-1.5,48,1.33,1.33,16.67,0,0,0,0.11,6.9,1.1,62.5,44.43
9.4,7,47,2.33,3,23,0,0,0,0.25,15.1,2.7,75.3,4.44
12.2,-3,53,2.33,4.33,22.67,0,0,0,0.23,14.3,1.8,76.8,13.33
16.4,11,54.5,3.67,4,19.33,0,0,0,0.17,10.9,1.2,71.7,13.33
2.7,-3.5,51.5,7.33,4,18,0,0,0,0.19,11.3,2.7,69.2,0
14.5,1,48,7.33,4,16,0,0,0,0.18,10.8,2.7,58.9,15.55
14.5,-1,52.5,0.33,2.67,21.33,0,0,0,0.13,8.6,0.1,60.6,17.76
8.8,3.5,50.5,1,2,18.33,0,0,0,0.1,6.7,0.4,55.3,6.66
14.1,-3.5,53,3.33,2,17.67,0,0,0,0.08,4.6,1,53,4.76
3.8,-2.5,51.5,0.33,2.67,15.33,0,0,0,0.09,5.8,-0.2,51.8,0
1.7,7,47,21.67,1.33,0,0,0,0,0.16,5.7,11,0,0
1.3,-7.5,49.5,12.67,2,0,0,0,0,0.16,8,5.1,0,0
0.3,-14.5,45,31,3.67,0,0,0,0,0.33,15,14.2,0,0
1.1,12.5,49,40,3.67,0,0,0,0,0.34,15.5,15.7,0,0
0.3,-10.5,46.5,37.67,2.67,0,0,0,0,0.24,10.1,12.3,0,0
0.5,1,48,26,2.33,0,0,0,0,0.21,8.2,12.5,0,0
0.3,7,43.5,0,0,2.33,256,36,-2,0,0,0,10.4,0
1.1,-3,44.5,0,0,2.67,319.67,34,-4.33,0,0,0,8.8,0
2.9,4.5,50,0,0,2,321.67,37,-4.67,0,0,0,7.2,11.1
2.9,3.5,50.5,0,0,3.67,338,44.67,-3.33,0,0,0,15.9,7.77
1.2,-4,46,0,0,3.33,382,46.67,-6.67,0,0,0,14,0
2.1,4,46,0,0,2,326.33,35.67,-8,0,0,0,5.2,0
0.6,4.5,42.5,0,0,2.67,283,41.33,0.67,0,0,0,12.3,2.22
1.6,-3,44,0,0,3,285.67,43,1.67,0,0,0,14.7,4.44
0.9,13.5,49.5,0,0,3.67,256.67,40,-4,0,0,0,21.9,0
4.9,7.5,52,0,0,4.67,249,39,-6.67,0,0,0,24.7,22.21
2.7,2,42.5,0,0,3.67,227,37.33,-4.67,0,0,0,28.7,0
1.2,3,43,0,0,3.33,218.67,32.33,0,0,0,0,14.6,0
1.8,-4.5,45,0,0,2.67,228.67,38.67,0,0,0,0,10.8,0
5.2,-6.5,45,0,0,4,247.67,38,2,0,0,0,12.9,4.76
1.3,-3,47,0,0,5.33,218,32.33,-0.33,0,0,0,15,0
0.9,8.5,50.5,26.33,4.67,1.33,0,0,0,0.29,13.1,14.1,5.8,0
0.9,5,44.5,20.67,5.67,1,0,0,0,0.27,16.3,3.2,4.4,0
1.9,3,43.5,4.33,9.33,0.67,0,0,0,0.4,27.1,-1.2,3.8,0
0.2,3,44,0,1,5.5,0,0,0,0.04,3,-0.7,16,0
1.3,1,54.5,-1.67,1,6.67,0,0,0,0.04,3.3,-1.5,18.8,0
4.7,-7,44,0,0,0,0,0,0,0,0,0,0,0
2.2,7,44.5,-5,1,16,0,0,0,0.04,5,-5.6,72.7,0
8.2,1,50,-1.33,3.67,14.33,0,0,0,0.13,9.6,-1.7,65.6,4.45
11.7,6.5,55,1.33,4.67,14.67,0,0,0,0.18,11.4,0.6,69.7,4.44
11.6,-3,52.5,-4.33,5.67,13.67,0,0.33,0,0.19,13.7,-1.5,71.6,12.82
5.1,8,48,-8.33,5,14,0,0.33,0,0.16,11.8,-2.7,76.7,2.22
10.3,-7,49,-9.67,5.67,15.67,0,0.33,0,0.23,16.7,-3.2,75.5,4.45
12.8,13.5,47,-5.33,4,19.67,0,0,0,0.19,13.1,-1.6,84.7,6.67
10.9,-11,47,-6.33,4.33,23.33,0,0,0,0.21,15,-2.5,91.4,13.33
18.6,-7.5,48.5,-3.33,3,21.67,0,0,0,0.12,8.7,-1.5,97.5,35.71
15.3,10.5,51,-1.33,4.33,20.67,0,0,0,0.19,13,-0.8,96,11.1
12.1,-7.5,53,-3,4.67,19,0,0,0,0.19,13,-0.7,86.7,16.66
0.1,6,49,0,0,0,0,0,0,0,0,0,0,0
0.9,1,48.5,0,0,7,0,0,0,0,0,0,30.4,0
0.3,-14.5,45,32,6,1,0,0,0,0.34,16.7,13.2,4.5,0
0.6,-7,45,17.5,5.5,1,0,0,0,0.26,14,7.4,4.5,0
0.4,3,43,13.33,4,0.67,0,0,0,0.2,10.5,6.3,4.5,0
0.2,2,48,13,3.33,0,0,0,0,0.15,7.5,5.8,0,0
0.1,-9.5,47,1,1,0,0,0,0,0.04,2.8,0.3,0,0
2.7,-3,53,25,2.33,0.33,0,0,0,0.15,6.6,8,4.8,0
7.7,-9.5,47,51.33,3.67,0,0,0,0,0.26,9,17.4,0,6.66
0.2,4,41,56.67,4.33,0,0,0,0,0.27,10.4,16.6,0,0
2.3,-3,55,34.67,2,0,0,0,0,0.23,7.5,16.7,0,0
1.7,3,55.5,51.67,3.33,0,0,0,0,0.31,10.5,21.6,0,2.22
11.9,4.5,51,48.33,3.33,0,0,0,0,0.29,10.2,19.7,0,11.89
1.7,-3.5,46.5,0,0,0,9,2,30,0,0,0,0,2.22
1.2,6,49,0,0,0.5,63.5,12.5,7,0,0,0,4.2,2.22
4.6,1,48.5,0,0,2,118.67,18.33,7,0,0,0,13,2.22
2.7,-4,46,0,0,3,204.33,26,-2.33,0,0,0,12.1,2.22
2.5,10.5,43,0,0,2.67,225,27,2,0,0,0,16,6.67
2.8,-7.5,51.5,0,0,1.67,249.67,29.67,0.67,0,0,0,8.9,7.14
1.1,7,49.5,27,3.5,0,0,0,0,0.19,8.4,8.9,0,0
2.3,-7,44,0,0,0,0,0,0,0,0,0,0,0
28.1,3.5,49,-20,6,9,0,0,0,0.15,13,-6.9,40.9,26.67
20.7,12.5,44,-14.5,4,17.5,0,0,0,0.12,10.5,-5.5,55.6,31.1
7.1,-3.5,43.5,-9.67,3,16,0,0,0,0.1,8.3,-3.7,52,8.89
4.5,1,48.5,-2,1.33,18.67,0,0,0,0.07,5.2,-1,54.6,0
12.5,7.5,46,-1.67,1.67,14,0,0,0,0.08,5.6,-0.6,54.7,30.76
11.8,-3.5,49,-3,2.67,13.67,0,0,0,0.11,7.5,-1,68.3,13.32
1.1,1,48,-5,3.33,11.67,0,0,0,0.13,9.2,-1.9,62,0
1.3,1.5,52,-6.67,2.33,8,0,0,0,0.08,6.5,-2.8,27.5,0
4.5,-3.5,50,-8.67,2.67,11.67,0,0,0,0.09,7.4,-3.5,37.9,17.77
5.7,-2.5,51.5,-2,3,14,0,0,0,0.13,8.6,-0.6,45.1,4.76
1.4,3.5,56.5,14.67,2,0,0,0,0,0.17,8.1,6.7,0,0
0.2,1,48.5,18,2.67,0,0,0,0,0.23,11.3,8.3,0,0
1.8,-4.5,50,15.67,2.33,0,0,0,0,0.17,8.5,6,0,11.11
8.7,1,48,19.33,2.67,0,0,0,0,0.19,9.3,7.3,0,2.22
0.8,-7.5,48.5,17.33,3.33,0,0,0,0,0.26,12.4,10,0,0
0.5,4,54,24,2,0,0,0,0,0.2,8.3,10.6,0,0
0.1,-4.5,55,4,1,0,0,0,0,0.06,3.2,1.6,0,0
0.7,-3.5,55.5,9,2,0,0,0,0,0.11,6.1,2.8,0,0
1.2,6.5,39.5,0,0,0,0,0,0,0,0,0,0,0
0.6,-9.5,47,4.5,2,7,0,0,0,0.16,8.9,3.2,25.9,0
0.6,4,41,4.33,2.33,7,0,0,0,0.14,8.1,2.4,26.6,0
2.4,-3,55,2,1.33,8.67,0,0,0,0.11,6.4,1.3,30.3,0
1.8,3,55.5,4.33,2,10,0,0,0,0.1,6,1.6,41.8,0
3.9,4.5,51,2.67,1.67,10,0,0,0,0.08,5,0.9,45.4,0
0.4,-7,44,0,0,0,0,0,0,0,0,0,0,0
0.1,3.5,49,11,2,0,0,0,0,0.09,4.3,3.8,0,0
0.4,-3.5,49,28.5,4,0,0,0,0,0.3,14.2,12.4,0,0
1.2,1,48,19.67,3,0,0,0,0,0.22,10.4,8.6,0,0
6.4,1.5,52,54.67,5.33,0.33,0,0,0,0.37,14.2,22.4,3.4,6.67
6,3,51.5,58,6,0.33,0,0,0,0.41,16.2,23.7,3.4,0
8.6,-3.5,50,53,6.67,0.33,0,0,0,0.4,17.5,20.4,3.4,0
1.6,-2.5,51.5,40.33,5.67,0,0,0,0,0.32,14.8,13.8,0,0
